districtcode,city_geocode,city,district_geocode,district,lon,lat,sta_fc,sta_rt,province,fc_lon,fc_lat,rt_lon,rt_lat
411325,411300,南阳市,411325,内乡,111.843801,33.046358,57169,57169,河南省,111.8833,33.15,111.8833,33.15
411326,411300,南阳市,411326,淅川,111.489026,33.136106,57261,57261,河南省,111.5239,33.1228,111.5239,33.1228
411327,411300,南阳市,411327,社旗,112.938279,33.056126,57187,57187,河南省,112.9625,33.0347,112.9625,33.0347
411328,411300,南阳市,411328,唐河,112.838492,32.687892,57273,57273,河南省,112.7953,32.7333,112.7953,32.7333
411329,411300,南阳市,411329,新野,112.365624,32.524006,57271,57271,河南省,112.3781,32.5203,112.3781,32.5203
411330,411300,南阳市,411330,桐柏,113.406059,32.367153,57285,57285,河南省,113.4144,32.3819,113.4144,32.3819
411381,411300,南阳市,411381,邓州,112.092716,32.681642,57274,57274,河南省,111.9783,32.6997,111.9783,32.6997
411400,411400,商丘市,411400,商丘,115.650497,34.437054,58005,58005,河南省,115.5353,34.4372,115.5353,34.4372
411402,411400,商丘市,411402,梁园,115.65459,34.436553,58005,58005,河南省,115.5353,34.4372,115.5353,34.4372
411403,411400,商丘市,411403,睢阳,115.653813,34.390536,58005,58005,河南省,115.5353,34.4372,115.5353,34.4372
411421,411400,商丘市,411421,民权,115.148146,34.648455,58004,58004,河南省,115.1347,34.6331,115.1347,34.6331
411422,411400,商丘市,411422,睢县,115.070109,34.428433,58001,58001,河南省,115.095,34.4347,115.095,34.4347
411423,411400,商丘市,411423,宁陵,115.320055,34.449299,58008,58008,河南省,115.3156,34.4867,115.3156,34.4867
411424,411400,商丘市,411424,柘城,115.307433,34.075277,58007,58007,河南省,115.3592,34.0983,115.3592,34.0983
411425,411400,商丘市,411425,虞城,115.863811,34.399634,58006,58006,河南省,115.8794,34.3903,115.8794,34.3903
411426,411400,商丘市,411426,夏邑,116.13989,34.240894,58017,58017,河南省,116.1508,34.2831,116.1508,34.2831
411481,411400,商丘市,411481,永城,116.449672,33.931318,58111,58111,河南省,116.4247,33.8558,116.4247,33.8558
411500,411500,信阳市,411500,信阳,114.075031,32.123274,57297,57297,河南省,114.0433,32.1372,114.0433,32.1372
411502,411500,信阳市,411502,浉河,114.075031,32.123274,57297,57297,河南省,114.0433,32.1372,114.0433,32.1372
411503,411500,信阳市,411503,平桥,114.126027,32.098395,57297,57297,河南省,114.0433,32.1372,114.0433,32.1372
411521,411500,信阳市,411521,罗山,114.533414,32.203206,57298,57298,河南省,114.5506,32.2169,114.5506,32.2169
411522,411500,信阳市,411522,光山,114.903577,32.010398,57299,57299,河南省,114.8864,32.0056,114.8864,32.0056
411523,411500,信阳市,411523,新县,114.87705,31.63515,57396,57396,河南省,114.8678,31.6356,114.8678,31.6356
411524,411500,信阳市,411524,商城,115.406297,31.799982,58301,58301,河南省,115.3911,31.8231,115.3911,31.8231
411525,411500,信阳市,411525,固始,115.667328,32.183074,58208,58208,河南省,115.6239,32.1717,115.6239,32.1717
411526,411500,信阳市,411526,潢川,115.050123,32.134024,58207,58207,河南省,115.0469,32.1603,115.0469,32.1603
411527,411500,信阳市,411527,淮滨,115.415451,32.452639,58205,58205,河南省,115.4236,32.4656,115.4236,32.4656
411528,411500,信阳市,411528,息县,114.740713,32.344744,57296,57296,河南省,114.6603,32.3431,114.6603,32.3431
411600,411600,周口市,411600,周口,114.649653,33.620357,57195,57195,河南省,114.6317,33.6117,114.6317,33.6117
411602,411600,周口市,411602,川汇,114.652136,33.614836,57195,57195,河南省,114.6317,33.6117,114.6317,33.6117
411621,411600,周口市,411621,扶沟,114.392008,34.054061,57098,57098,河南省,114.4103,34.0825,114.4103,34.0825
411622,411600,周口市,411622,西华,114.530067,33.784378,57193,57193,河南省,114.5192,33.7836,114.5192,33.7836
411623,411600,周口市,411623,商水,114.60927,33.543845,57198,57198,河南省,114.5644,33.495,114.5644,33.495
411624,411600,周口市,411624,沈丘,115.078375,33.395514,58104,58104,河南省,115.0528,33.3994,115.0528,33.3994
411625,411600,周口市,411625,郸城,115.189,33.643852,58100,58100,河南省,115.1411,33.6292,115.1411,33.6292
411626,411600,周口市,411626,淮阳,114.870166,33.732547,57192,57192,河南省,114.8847,33.7064,114.8847,33.7064
411627,411600,周口市,411627,太康,114.853834,34.065312,57099,57099,河南省,114.8497,34.0744,114.8497,34.0744
411628,411600,周口市,411628,鹿邑,115.486386,33.861067,58101,58101,河南省,115.4933,33.8817,115.4933,33.8817
411681,411600,周口市,411681,项城,114.899521,33.443085,57196,57196,河南省,114.8714,33.4111,114.8714,33.4111
411700,411700,驻马店市,411700,驻马店,114.024736,32.980169,57290,57290,河南省,113.9131,32.9403,113.9131,32.9403
411702,411700,驻马店市,411702,驿城,114.029149,32.977559,57290,57290,河南省,113.9131,32.9403,113.9131,32.9403
411721,411700,驻马店市,411721,西平,114.026864,33.382315,57188,57188,河南省,114.0436,33.3703,114.0436,33.3703
411722,411700,驻马店市,411722,上蔡,114.266892,33.264719,57194,57194,河南省,114.3011,33.2731,114.3011,33.2731
411723,411700,驻马店市,411723,平舆,114.637105,32.955626,57292,57292,河南省,114.6147,32.9014,114.6147,32.9014
411724,411700,驻马店市,411724,正阳,114.38948,32.601826,57295,57295,河南省,114.3283,32.6217,114.3283,32.6217
411725,411700,驻马店市,411725,确山,114.026679,32.801538,57294,57294,河南省,113.9544,32.7981,113.9544,32.7981
411726,411700,驻马店市,411726,泌阳,113.32605,32.725129,57281,57281,河南省,113.3033,32.6825,113.3033,32.6825
411727,411700,驻马店市,411727,汝南,114.359495,33.004535,57197,57197,河南省,114.3461,32.9608,114.3461,32.9608
411728,411700,驻马店市,411728,遂平,114.00371,33.14698,57189,57189,河南省,113.9611,33.1486,113.9611,33.1486
411729,411700,驻马店市,411729,新蔡,114.975246,32.749948,57293,57293,河南省,114.9753,32.7369,114.9753,32.7369
419001,419001,济源市,419001,济源,112.590047,35.090378,53978,53978,河南省,112.6311,35.0867,112.6311,35.0867
420100,420100,武汉市,420100,武汉,114.298572,30.584355,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420102,420100,武汉市,420102,江岸,114.30304,30.594911,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420103,420100,武汉市,420103,江汉,114.283109,30.578771,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420104,420100,武汉市,420104,硚口,114.264568,30.57061,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420105,420100,武汉市,420105,汉阳,114.265807,30.549326,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420106,420100,武汉市,420106,武昌,114.307344,30.546536,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420107,420100,武汉市,420107,青山,114.39707,30.634215,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420111,420100,武汉市,420111,洪山,114.400718,30.504259,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420112,420100,武汉市,420112,东西湖,114.142483,30.622467,57494,57494,湖北省,114.0506,30.5978,114.0506,30.5978
420113,420100,武汉市,420113,汉南,114.08124,30.309637,57493,57493,湖北省,114.3333,30.35,114.3333,30.35
420114,420100,武汉市,420114,蔡甸,114.029341,30.582186,57489,57489,湖北省,114.0064,30.5233,114.0064,30.5233
420115,420100,武汉市,420115,江夏,114.313961,30.349045,57493,57493,湖北省,114.3333,30.35,114.3333,30.35
420116,420100,武汉市,420116,黄陂,114.374025,30.874155,57491,57491,湖北省,114.4,30.8667,114.4,30.8667
420117,420100,武汉市,420117,新洲,114.802108,30.842149,57492,57492,湖北省,114.8381,30.8383,114.8381,30.8383
420200,420200,黄石市,420200,黄石,115.077048,30.220074,58407,58407,湖北省,115.0333,30.2333,115.0333,30.2333
420202,420200,黄石市,420202,黄石港,115.090164,30.212086,58407,58407,湖北省,115.0333,30.2333,115.0333,30.2333
420203,420200,黄石市,420203,西塞山,115.093354,30.205365,58407,58407,湖北省,115.0333,30.2333,115.0333,30.2333
420204,420200,黄石市,420204,下陆,114.975755,30.177845,58407,58407,湖北省,115.0333,30.2333,115.0333,30.2333
420205,420200,黄石市,420205,铁山,114.901366,30.20601,58407,58407,湖北省,115.0333,30.2333,115.0333,30.2333
420222,420200,黄石市,420222,阳新,115.212883,29.841572,58500,58500,湖北省,115.2167,29.9,115.2167,29.9
420281,420200,黄石市,420281,大冶,114.974842,30.098804,57499,57499,湖北省,114.875,30.0744,114.875,30.0744
420300,420300,十堰市,420300,十堰,110.787916,32.646907,57256,57256,湖北省,110.7833,32.65,110.7833,32.65
420302,420300,十堰市,420302,茅箭,110.78621,32.644463,57256,57256,湖北省,110.7833,32.65,110.7833,32.65
420303,420300,十堰市,420303,张湾,110.772365,32.652516,57256,57256,湖北省,110.7833,32.65,110.7833,32.65
420304,420300,十堰市,420304,郧阳,110.812099,32.838267,57253,57253,湖北省,110.8669,32.84,110.8669,32.84
420322,420300,十堰市,420322,郧西,110.426472,32.991457,57251,57251,湖北省,110.4078,33.0028,110.4078,33.0028
420323,420300,十堰市,420323,竹山,110.2296,32.22586,57257,57257,湖北省,110.23,32.23,110.23,32.23
420324,420300,十堰市,420324,竹溪,109.717196,32.315342,57249,57249,湖北省,109.6889,32.3244,109.6889,32.3244
420325,420300,十堰市,420325,房县,110.741966,32.055002,57259,57259,湖北省,110.7667,32.0333,110.7667,32.0333
420381,420300,十堰市,420381,丹江口,111.513793,32.538839,57260,57260,湖北省,111.5125,32.5486,111.5125,32.5486
420500,420500,宜昌市,420500,宜昌,111.290843,30.702636,57461,57461,湖北省,111.3592,30.7367,111.3592,30.7367
420502,420500,宜昌市,420502,西陵,111.295468,30.702476,57461,57461,湖北省,111.3592,30.7367,111.3592,30.7367
420503,420500,宜昌市,420503,伍家岗,111.307215,30.679053,57461,57461,湖北省,111.3592,30.7367,111.3592,30.7367
420504,420500,宜昌市,420504,点军,111.268163,30.692322,57461,57461,湖北省,111.3592,30.7367,111.3592,30.7367
420505,420500,宜昌市,420505,猇亭,111.427642,30.530744,57465,57465,湖北省,111.4319,30.3622,111.4319,30.3622
420506,420500,宜昌市,420506,夷陵,111.326747,30.770199,57453,57453,湖北省,111.4164,30.7619,111.4164,30.7619
420525,420500,宜昌市,420525,远安,111.64331,31.059626,57368,57368,湖北省,111.6375,31.0503,111.6375,31.0503
420526,420500,宜昌市,420526,兴山,110.754499,31.34795,57359,57359,湖北省,110.7333,31.35,110.7333,31.35
420527,420500,宜昌市,420527,秭归,110.976785,30.823908,57358,57358,湖北省,110.9667,30.8333,110.9667,30.8333
420528,420500,宜昌市,420528,长阳,111.198475,30.466534,57464,57464,湖北省,111.1819,30.4717,111.1819,30.4717
420529,420500,宜昌市,420529,五峰,110.674938,30.199252,57458,57458,湖北省,111.0683,30.1511,111.0683,30.1511
420581,420500,宜昌市,420581,宜都,111.454367,30.387234,57465,57465,湖北省,111.4319,30.3622,111.4319,30.3622
420582,420500,宜昌市,420582,当阳,111.793419,30.824492,57460,57460,湖北省,111.7842,30.8214,111.7842,30.8214
420583,420500,宜昌市,420583,枝江,111.751799,30.425364,57466,57466,湖北省,111.7461,30.4619,111.7461,30.4619
420600,420600,襄阳市,420600,襄阳,112.144146,32.042426,57278,57278,湖北省,112.0761,32.0028,112.0761,32.0028
420602,420600,襄阳市,420602,襄城区,112.150327,32.015088,57278,57278,湖北省,112.0761,32.0028,112.0761,32.0028
420606,420600,襄阳市,420606,樊城,112.13957,32.058589,57278,57278,湖北省,112.0761,32.0028,112.0761,32.0028
420607,420600,襄阳市,420607,襄州,112.197378,32.085517,57278,57278,湖北省,112.0761,32.0028,112.0761,32.0028
420624,420600,襄阳市,420624,南漳,111.844424,31.77692,57363,57363,湖北省,111.8333,31.8,111.8333,31.8
420625,420600,襄阳市,420625,谷城,111.640147,32.262676,57268,57268,湖北省,111.6214,32.2722,111.6214,32.2722
420626,420600,襄阳市,420626,保康,111.262235,31.873507,57361,57361,湖北省,111.2667,31.8833,111.2667,31.8833
420682,420600,襄阳市,420682,老河口,111.675732,32.385438,57265,57265,湖北省,111.7319,32.4319,111.7319,32.4319
420683,420600,襄阳市,420683,枣阳,112.765268,32.123083,57279,57279,湖北省,112.7553,32.1411,112.7553,32.1411
420684,420600,襄阳市,420684,宜城,112.261441,31.709203,57370,57370,湖北省,112.2167,31.7333,112.2167,31.7333
420700,420700,鄂州市,420700,鄂州,114.890593,30.396536,57496,57496,湖北省,114.6167,30.25,114.6167,30.25
420702,420700,鄂州市,420702,梁子湖,114.681967,30.098191,57496,57496,湖北省,114.6167,30.25,114.6167,30.25
420703,420700,鄂州市,420703,华容区,114.74148,30.534468,57496,57496,湖北省,114.6167,30.25,114.6167,30.25
420704,420700,鄂州市,420704,鄂城,114.890012,30.39669,58407,58407,湖北省,115.0333,30.2333,115.0333,30.2333
420800,420800,荆门市,420800,荆门,112.204251,31.03542,57377,57377,湖北省,112.2122,30.9928,112.2122,30.9928
420802,420800,荆门市,420802,东宝,112.204804,31.033461,57377,57377,湖北省,112.2122,30.9928,112.2122,30.9928
420804,420800,荆门市,420804,掇刀,112.198413,30.980798,57377,57377,湖北省,112.2122,30.9928,112.2122,30.9928
420822,420800,荆门市,420822,沙洋,112.595218,30.70359,57377,57377,湖北省,112.2122,30.9928,112.2122,30.9928
420881,420800,荆门市,420881,钟祥,112.587267,31.165573,57378,57378,湖北省,112.6325,31.1983,112.6325,31.1983
420882,420800,荆门市,420882,京山,113.114595,31.022458,57387,57387,湖北省,113.1317,30.9997,113.1317,30.9997
420900,420900,孝感市,420900,孝感,113.926655,30.926423,57482,57482,湖北省,113.9458,30.9031,113.9458,30.9031
420902,420900,孝感市,420902,孝南,113.925849,30.925966,57482,57386,湖北省,113.9458,30.9031,113.9997,31.2519
420921,420900,孝感市,420921,孝昌,113.988964,31.251618,57482,57386,湖北省,113.9458,30.9031,113.9997,31.2519
420922,420900,孝感市,420922,大悟,114.126249,31.565483,57395,57395,湖北省,114.1675,31.5883,114.1675,31.5883
420923,420900,孝感市,420923,云梦,113.750616,31.021691,57389,57389,湖北省,113.7486,31.0269,113.7486,31.0269
420981,420900,孝感市,420981,应城,113.573842,30.939038,57481,57481,湖北省,113.5753,30.9561,113.5753,30.9561
420982,420900,孝感市,420982,安陆,113.690401,31.26174,57388,57388,湖北省,113.6933,31.2639,113.6933,31.2639
420984,420900,孝感市,420984,汉川,113.835301,30.652165,57486,57486,湖北省,113.85,30.65,113.85,30.65
421000,421000,荆州市,421000,荆州,112.23813,30.326857,57476,57476,湖北省,112.15,30.35,112.15,30.35
421002,421000,荆州市,421002,沙市,112.257433,30.315895,57377,57476,湖北省,112.2122,30.9928,112.15,30.35
421003,421000,荆州市,421003,荆州区,113.114595,31.022458,57387,57387,湖北省,113.1317,30.9997,113.1317,30.9997
421022,421000,荆州市,421022,公安,112.230179,30.059065,57477,57477,湖北省,112.2158,30.0708,112.2158,30.0708
421023,421000,荆州市,421023,监利,112.904344,29.820079,57573,57573,湖北省,112.9044,29.8753,112.9044,29.8753
421024,421000,荆州市,421024,江陵,112.41735,30.033919,57476,57477,湖北省,112.15,30.35,112.2158,30.0708
421081,421000,荆州市,421081,石首,112.40887,29.716437,57571,57571,湖北省,112.4125,29.6592,112.4125,29.6592
421083,421000,荆州市,421083,洪湖,113.470304,29.81297,57581,57581,湖北省,113.4422,29.8122,113.4422,29.8122
421087,421000,荆州市,421087,松滋,111.77818,30.176037,57469,57469,湖北省,111.7736,30.1769,111.7736,30.1769
421100,421100,黄冈市,421100,黄冈,114.879365,30.447711,57498,57498,湖北省,114.9369,30.5156,114.9369,30.5156
421102,421100,黄冈市,421102,黄州,114.878934,30.447435,57498,57495,湖北省,114.9369,30.5156,114.8833,30.6667
421121,421100,黄冈市,421121,团风,114.872029,30.63569,57498,57495,湖北省,114.9369,30.5156,114.8833,30.6667
421122,421100,黄冈市,421122,红安,114.615095,31.284777,57398,57398,湖北省,114.6206,31.2803,114.6206,31.2803
421123,421100,黄冈市,421123,罗田,115.398984,30.781679,58401,58401,湖北省,115.4,30.75,115.4,30.75
421124,421100,黄冈市,421124,英山,115.67753,30.735794,58402,58402,湖北省,115.6667,30.7333,115.6667,30.7333
421125,421100,黄冈市,421125,浠水,115.26344,30.454837,58404,58404,湖北省,115.2167,30.4667,115.2167,30.4667
421126,421100,黄冈市,421126,蕲春,115.433964,30.234927,58408,58408,湖北省,115.4736,30.2378,115.4736,30.2378
421127,421100,黄冈市,421127,黄梅,115.942548,30.075113,58409,58409,湖北省,115.9314,30.0978,115.9314,30.0978
421181,421100,黄冈市,421181,麻城,115.02541,31.177906,57399,57399,湖北省,114.9547,31.1308,114.9547,31.1308
421182,421100,黄冈市,421182,武穴,115.56242,29.849342,58501,58501,湖北省,115.6333,29.9167,115.6333,29.9167
421200,421200,咸宁市,421200,咸宁,114.328963,29.832798,57590,57590,湖北省,114.3669,29.8514,114.3669,29.8514
421202,421200,咸宁市,421202,咸安,114.333894,29.824716,57590,57590,湖北省,114.3669,29.8514,114.3669,29.8514
421221,421200,咸宁市,421221,嘉鱼,113.921547,29.973363,57583,57583,湖北省,113.9667,29.9167,113.9667,29.9167
421222,421200,咸宁市,421222,通城,113.814131,29.246076,57589,57589,湖北省,113.8786,29.2739,113.8786,29.2739
421223,421200,咸宁市,421223,崇阳,114.049958,29.54101,57586,57586,湖北省,114.0386,29.54,114.0386,29.54
421224,421200,咸宁市,421224,通山,114.493163,29.604455,57595,57595,湖北省,114.4578,29.6108,114.4578,29.6108
421281,421200,咸宁市,421281,赤壁,113.88366,29.716879,57582,57582,湖北省,113.8667,29.72,113.8667,29.72
421300,421300,随州市,421300,随州,113.37377,31.717497,57381,57381,湖北省,113.3386,31.6192,113.3386,31.6192
421303,421300,随州市,421303,曾都,113.374519,31.717521,57381,57381,湖北省,113.3386,31.6192,113.3386,31.6192
421321,421300,随州市,421321,随县,113.301384,31.854246,57381,57381,湖北省,113.3386,31.6192,113.3386,31.6192
421381,421300,随州市,421381,广水,113.826601,31.617731,57385,57385,湖北省,113.8625,31.6278,113.8625,31.6278
422800,422800,恩施土家族苗族自治州,422800,恩施,109.48699,30.283114,57447,57447,湖北省,109.4711,30.2861,109.4711,30.2861
422801,422800,恩施土家族苗族自治州,422801,恩施市,109.48699,30.283114,57447,57447,湖北省,109.4711,30.2861,109.4711,30.2861
422802,422800,恩施土家族苗族自治州,422802,利川,108.943491,30.294247,57439,57439,湖北省,108.9333,30.2833,108.9333,30.2833
422822,422800,恩施土家族苗族自治州,422822,建始,109.723822,30.601632,57445,57445,湖北省,109.72,30.6,109.72,30.6
422823,422800,恩施土家族苗族自治州,422823,巴东,110.336665,31.041403,57355,57355,湖北省,110.35,31.0483,110.35,31.0483
422825,422800,恩施土家族苗族自治州,422825,宣恩,109.482819,29.98867,57541,57541,湖北省,109.4753,29.9986,109.4753,29.9986
422826,422800,恩施土家族苗族自治州,422826,咸丰,109.15041,29.678967,57540,57540,湖北省,109.1436,29.6844,109.1436,29.6844
422827,422800,恩施土家族苗族自治州,422827,来凤,109.408328,29.506945,57545,57545,湖北省,109.4208,29.5278,109.4208,29.5278
422828,422800,恩施土家族苗族自治州,422828,鹤峰,110.033699,29.887298,57543,57543,湖北省,110.0253,29.8839,110.0253,29.8839
429004,429004,仙桃市,429004,仙桃,113.453974,30.364953,57485,57485,湖北省,113.4828,30.2953,113.4828,30.2953
429005,429005,潜江市,429005,潜江,112.896866,30.421215,57475,57475,湖北省,112.9011,30.4036,112.9011,30.4036
429006,429006,天门市,429006,天门,113.165862,30.653061,57483,57483,湖北省,113.1344,30.6694,113.1344,30.6694
429021,429021,神农架林区,429021,神农架,110.671525,31.744449,57362,57362,湖北省,110.66,31.7483,110.66,31.7483
430100,430100,长沙市,430100,长沙,112.982279,28.19409,57679,805599,湖南省,113.1972,28.2117,112.9164,28.2008
430102,430100,长沙市,430102,芙蓉,112.988094,28.193106,57679,805599,湖南省,113.1972,28.2117,112.9164,28.2008
430103,430100,长沙市,430103,天心,112.97307,28.192375,57679,57679,湖南省,113.1972,28.2117,113.1972,28.2117
430104,430100,长沙市,430104,岳麓,112.911591,28.213044,57679,805599,湖南省,113.1972,28.2117,112.9164,28.2008
430105,430100,长沙市,430105,开福,112.985525,28.201336,57679,57679,湖南省,113.1972,28.2117,113.1972,28.2117
430111,430100,长沙市,430111,雨花区,113.016337,28.109937,57679,57679,湖南省,113.1972,28.2117,113.1972,28.2117
430112,430100,长沙市,430112,望城,112.819549,28.347458,P5600,805600,湖南省,112.7892,28.3511,112.7892,28.3511
430121,430100,长沙市,430121,长沙县,113.080098,28.237888,P5599,57679,湖南省,112.9125,28.2122,113.1972,28.2117
430181,430100,长沙市,430181,浏阳,113.633301,28.141112,57688,57688,湖南省,113.6306,28.1561,113.6306,28.1561
430182,430100,长沙市,430182,宁乡,112.553182,28.253928,57678,57678,湖南省,112.555,28.2544,112.555,28.2544
430200,430200,株洲市,430200,株洲,113.151737,27.835806,57780,57780,湖南省,113.1736,27.8689,113.1736,27.8689
430202,430200,株洲市,430202,荷塘,113.162548,27.833036,57780,57780,湖南省,113.1736,27.8689,113.1736,27.8689
430203,430200,株洲市,430203,芦淞,113.155169,27.827246,57780,57780,湖南省,113.1736,27.8689,113.1736,27.8689
430204,430200,株洲市,430204,石峰,113.11295,27.871945,57780,57780,湖南省,113.1736,27.8689,113.1736,27.8689
430211,430200,株洲市,430211,天元,113.136252,27.826909,57780,57780,湖南省,113.1736,27.8689,113.1736,27.8689
430212,430200,株洲市,430212,渌口,113.150427,27.70432,57780,57780,湖南省,113.1736,27.8689,113.1736,27.8689
430223,430200,株洲市,430223,攸县,113.345774,27.000071,57779,57779,湖南省,113.3531,27.0556,113.3531,27.0556
430224,430200,株洲市,430224,茶陵,113.546509,26.789534,57882,57882,湖南省,113.5478,26.7947,113.5478,26.7947
430225,430200,株洲市,430225,炎陵,113.776884,26.489459,57886,57886,湖南省,113.7919,26.4778,113.7919,26.4778
430281,430200,株洲市,430281,醴陵,113.507157,27.657873,57781,57781,湖南省,113.5064,27.6406,113.5064,27.6406
430300,430300,湘潭市,430300,湘潭,112.944052,27.82973,57773,57773,湖南省,112.8275,27.8756,112.8275,27.8756
430302,430300,湘潭市,430302,雨湖,112.907427,27.86077,57773,57773,湖南省,112.8275,27.8756,112.8275,27.8756
430304,430300,湘潭市,430304,岳塘,112.927707,27.828854,57773,57773,湖南省,112.8275,27.8756,112.8275,27.8756
430321,430300,湘潭市,430321,湘潭县,112.957505,27.784983,57773,57773,湖南省,112.8275,27.8756,112.8275,27.8756
430381,430300,湘潭市,430381,湘乡,112.525217,27.734918,57772,57772,湖南省,112.5061,27.75,112.5061,27.75
430382,430300,湘潭市,430382,韶山,112.52848,27.922682,57771,57771,湖南省,112.53,27.9275,112.53,27.9275
430400,430400,衡阳市,430400,衡阳,112.607693,26.900358,57872,57872,湖南省,112.5958,26.8892,112.5958,26.8892
430405,430400,衡阳市,430405,珠晖,112.626324,26.891063,57872,57872,湖南省,112.5958,26.8892,112.5958,26.8892
430406,430400,衡阳市,430406,雁峰,112.612241,26.893694,57872,57872,湖南省,112.5958,26.8892,112.5958,26.8892
430407,430400,衡阳市,430407,石鼓,112.607635,26.903908,57872,57872,湖南省,112.5958,26.8892,112.5958,26.8892
430408,430400,衡阳市,430408,蒸湘,112.570608,26.89087,57872,57872,湖南省,112.5958,26.8892,112.5958,26.8892
430412,430400,衡阳市,430412,南岳,112.734147,27.240536,57776,57776,湖南省,112.6936,27.2961,112.6936,27.2961
430421,430400,衡阳市,430421,衡阳县,112.379643,26.962388,57871,57871,湖南省,112.3669,26.9742,112.3669,26.9742
430422,430400,衡阳市,430422,衡南,112.677459,26.739973,57875,57875,湖南省,112.6914,26.755,112.6914,26.755
430423,430400,衡阳市,430423,衡山,112.86971,27.234808,57777,57777,湖南省,112.8644,27.2383,112.8644,27.2383
430424,430400,衡阳市,430424,衡东,112.950412,27.083531,57778,57778,湖南省,112.9464,27.0914,112.9464,27.0914
430426,430400,衡阳市,430426,祁东,112.111192,26.787109,57870,57870,湖南省,112.1047,26.7944,112.1047,26.7944
430481,430400,衡阳市,430481,耒阳,112.847215,26.414162,57876,57876,湖南省,112.8294,26.4278,112.8294,26.4278
430482,430400,衡阳市,430482,常宁,112.396821,26.406773,57874,57874,湖南省,112.3942,26.4086,112.3942,26.4086
430500,430500,邵阳市,430500,邵阳,111.46923,27.237842,57766,57766,湖南省,111.45,27.1833,111.45,27.1833
430502,430500,邵阳市,430502,双清,111.479756,27.240001,57766,57766,湖南省,111.45,27.1833,111.45,27.1833
430503,430500,邵阳市,430503,大祥,111.462968,27.233593,57766,57766,湖南省,111.45,27.1833,111.45,27.1833
430511,430500,邵阳市,430511,北塔,111.452315,27.245688,57766,57766,湖南省,111.45,27.1833,111.45,27.1833
430521,430500,邵阳市,430521,邵东,111.743168,27.257273,57769,57769,湖南省,111.7361,27.2375,111.7361,27.2375
430522,430500,邵阳市,430522,新邵,111.459762,27.311429,57768,57768,湖南省,111.4461,27.3242,111.4461,27.3242
430523,430500,邵阳市,430523,邵阳县,111.2757,26.989713,57860,57860,湖南省,111.2833,27,111.2833,27
430524,430500,邵阳市,430524,隆回,111.038785,27.116002,57767,57767,湖南省,111.0064,27.1264,111.0064,27.1264
430525,430500,邵阳市,430525,洞口,110.579212,27.062286,57758,57758,湖南省,110.6064,27.0253,110.6064,27.0253
430527,430500,邵阳市,430527,绥宁,110.155075,26.580622,57846,57846,湖南省,110.15,26.5833,110.15,26.5833
430528,430500,邵阳市,430528,新宁,110.859115,26.438912,57851,57851,湖南省,110.8344,26.4603,110.8344,26.4603
430529,430500,邵阳市,430529,城步,110.313226,26.363575,57857,57857,湖南省,110.3167,26.3667,110.3167,26.3667
430581,430500,邵阳市,430581,武冈,110.636804,26.732086,57853,57853,湖南省,110.6333,26.7333,110.6333,26.7333
430600,430600,岳阳市,430600,岳阳,113.132855,29.37029,57584,57584,湖南省,113.0878,29.3806,113.0878,29.3806
430602,430600,岳阳市,430602,岳阳楼区,113.120751,29.366784,57584,57584,湖南省,113.0878,29.3806,113.0878,29.3806
430603,430600,岳阳市,430603,云溪,113.27387,29.473395,57584,57584,湖南省,113.0878,29.3806,113.0878,29.3806
430611,430600,岳阳市,430611,君山,113.004082,29.438062,57584,57584,湖南省,113.0878,29.3806,113.0878,29.3806
430621,430600,岳阳市,430621,岳阳县,113.12254,29.1502693,57584,57584,湖南省,113.0878,29.3806,113.0878,29.3806
430623,430600,岳阳市,430623,华容,112.559369,29.524107,57575,57575,湖南省,112.5539,29.5217,112.5539,29.5217
430624,430600,岳阳市,430624,湘阴,112.889748,28.677498,57673,57673,湖南省,112.9253,28.7283,112.9253,28.7283
430626,430600,岳阳市,430626,平江,113.593751,28.701523,57682,57682,湖南省,113.5714,28.7119,113.5714,28.7119
430681,430600,岳阳市,430681,汨罗,113.079419,28.803149,57680,57680,湖南省,113.1069,28.8564,113.1069,28.8564
430682,430600,岳阳市,430682,临湘,113.450809,29.471594,57585,57585,湖南省,113.4478,29.4811,113.4478,29.4811
430700,430700,常德市,430700,常德,111.691347,29.040225,57662,57662,湖南省,111.6764,29.1169,111.6764,29.1169
430702,430700,常德市,430702,武陵,111.690718,29.040477,57662,57662,湖南省,111.6764,29.1169,111.6764,29.1169
430703,430700,常德市,430703,鼎城,111.685327,29.014426,57662,57662,湖南省,111.6764,29.1169,111.6764,29.1169
430721,430700,常德市,430721,安乡,112.172289,29.414483,57577,57577,湖南省,112.165,29.4081,112.165,29.4081
430722,430700,常德市,430722,汉寿,111.968506,28.907319,57663,57663,湖南省,111.9583,28.9203,111.9583,28.9203
430723,430700,常德市,430723,澧县,111.761682,29.64264,57565,57565,湖南省,111.7258,29.6675,111.7258,29.6675
